tweet_id,user,text,label,reply_to_tweet,reply_to_user
580355626926231552,PascalSyn,"@damienramage @airlivenet No, then you would say PANPAN. Trust me, I'm a pilot! Besides: Mayday is when lives are in danger...",rumor,580354874833022976,damienramage
580336982699675648,keftiugal,:-( “@guardian: Germanwings flight 4U9525 crashes in French Alps: a 'dark day' for Lufthansa #4U9525  http://t.co/s7s7yEpARl”,non-rumor,580335608477982720,guardian
581301202647830528,Not_Frisco,@TeaPartyCat  Not funny.,non-rumor,581287723841032192,TeaPartyCat
580353548434571264,Sushyam,“@Telegraph: Germanwings has posted the following updated statement via Twitter: http://t.co/W3wlgge4Dd http://t.co/TwfgY6AYIo”,non-rumor,580349419360526336,Telegraph
580332157740146688,1svensktiger,"@Conflict_Report loss of cabin pressure. Controlled descent, loss of oxygen, none to pick up plane.",non-rumor,580331527675998208,Conflict_Report
580325737619685377,GamersClassic,@senyera @324cat dice el ministro frances que no hay supervivientes.....,non-rumor,580323127089082368,GamersClassic
581356788265652224,lanarkpoolie,@SkyNews no matter how easy it is to do. A bit irresponsible to broadcast it,non-rumor,581325025569030145,SkyNews
580335777923510272,Nk461512,@BBCBreaking very socked news for passengers &amp; crew members family.,rumor,580333763512705025,BBCBreaking
580324631027933184,nickweaver,@airlivenet is the red dashed line supposed to represent the scheduled course?,rumor,580320645906632704,airlivenet
580330473940992000,SasCaptain,@SmileMoreDubai @flightradar24 Thanks!,rumor,580330208500277248,SmileMoreDubai
580403838856880129,ErmelindaP,@flightradar24 it's the same,non-rumor,580355192908095488,flightradar24
580373455763304448,Martinjps24,"@BBCWorld @ChristianFraser I see the tin foil hat people are out today,,",non-rumor,580370309884182529,BBCWorld
580337664471265280,verylastone,. @LoveNotH81 @dorome80 Just heard: No survivors 😥,rumor,580337415241383938,LoveNotH81
580342306269728768,dobykadycyf,@EP_President Awesome tweet!,non-rumor,580333946271113216,EP_President
580358103255879680,KatjaSherlocked,@_icla_ @BBCBreaking In this case for Germany and Spain as well...:-(,rumor,580351508971200512,_icla_
580321143246094336,KatDeCastro,OMG “@ANCALERTS: BREAKING: Germanwings Airbus A320 crashes in French Alps | via @BBCBreaking”,rumor,580320563891019776,ANCALERTS
580330648839278592,ChristianJansse,"@planefinder isn’t -5312 ft/min a steep decent? About 2,95 m/sec fall…",non-rumor,580330078682353665,planefinder
580324497938612225,nottheedge,@NorRJ23 @flightradar24 crossing fingers!,rumor,580323811595161600,NorRJ23
581282530789179392,RileyDispatch,"@WSJ - coming from a person who lost his mother in a 1985 commercial plane crash, my heart and prayers are with you families of #Germanwings",non-rumor,581280784155353088,WSJ
581076703537197057,jackrosslav,@anaevamoya @SecularFraud @airlivenet @ShekharGupta quite. How disgusting and ignorant.,rumor,581065276176736256,anaevamoya
580366052623708161,The__Utkarsh,@narendramodi RIP 😑,non-rumor,580365755750871041,narendramodi
581101427755511810,Danny_McMoomins,@JamesF85 @AlexSpeer98 hahahaha!,rumor,581101293936250880,JamesF85
580344738915569664,oxwof,"@NaoetsuCafe @onthemedia Bull. A frenzied media never did its job better than a calm, professional one.",non-rumor,580343643711492096,NaoetsuCafe
580635258833362945,passatavd,@Grybauskaite_LT Директор Департамента госзакупок УкрМинобороны Нелли Стельмах: украинской армии угрожает голод. http://t.co/gD8jNBAzJc,non-rumor,580335420703170561,Grybauskaite_LT
580346192367878144,alana_austin,RT @NBCNews: #Germanwings passenger plane crashes in French Alps with 148 onboard http://t.co/OaZWx4f6BZ http://t.co/q9wuZeMChj,rumor,580339825649291264,NBCNews
580327524229599232,JulieB_LFC,@cruevertonian I'll be home soon I'll check sky news,rumor,580326408158715904,cruevertonian
580347028640833537,liesbethdewit18,@RT_com,non-rumor,580343329096904704,RT_com
581300135784747008,Obsessedabroad,@NoahWehrman @ron_fournier @jimgeraghty Not a joke?,rumor,581296960830881792,NoahWehrman
581198557966897153,marcepa49,@Minus777 what's the use of changing FMC if autopilot not engaged?,rumor,581198171176480768,Minus777
580320242020290560,AbedaDocrat,BREAKING:148passengers were on board #GermanWings Airbus A320 which has crashed in D southern French Alps.May اللَّهُ protect them.AMEEN♥☀♥,rumor,,
580641534648934400,elyoluk,Para los que piensan que el A320 es inseguro: A320 en vuelo “@jonostrower: Single-aisle Airbus A320s #4U9525 http://t.co/VVF7iCLVSl”,non-rumor,580339510883561472,jonostrower
580327104551747584,drl,"@JackDarton1 @flightradar24 line 30 is interesting - 14,144 ??",rumor,580325387433078785,JackDarton1
580342972425887745,ARAsocietat,"@flightradar24 Excuse me, one more question. How can we know this plane is the one that has crashed?",non-rumor,580339428977152000,flightradar24
580377812789530624,Plumbobbit,"@flightradar24   Looks like a steeper take off, and higher initial cruising altitude, than the day before + slightly more easterly track...",non-rumor,580355192908095488,flightradar24
580322012247248896,FoxInNotts,@skymarkwhite @KayBurley This aircraft was in London only 2 days ago LHR-DUS Flight 4U9465,rumor,580321169271877632,skymarkwhite
580382173225713664,tkonto,@9VSKA @planefinder Should be data garbage.. Or Hopefully is...,rumor,580322184607862785,9VSKA
580371861252489216,ADZtbh,@SkyNews 😩,rumor,580370249712697344,SkyNews
581409613913804800,nprnews,Report: Germanwings Co-Pilot Treated For Depression http://t.co/ewynIJ23A2,rumor,,
581392273859997696,GROGParty,@PaulSte42038667 @riwired unfortunately it seems to be brewing,rumor,581392034159665152,PaulSte42038667
580371106051166208,ValerieMack,@ABCNewsLive @GMA What is the point of showing family members crying at Barcelona airport? Not necessary.,non-rumor,580350403734310912,ABCNewsLive
580322843369570304,care_abacus,@Channel4News we hope all passengers are okay and their families have patience in this difficult time #planecrash,rumor,580320856905269248,Channel4News
581452164733669376,127bama,@DefendWallSt  really???  Because I see them do this all the time - NOT  @ThePatriot143 @AlysiaStern,rumor,581451478587555840,DefendWallSt
580352028204994560,JackDarton1,@CNN don't lie. The French authorities said they haven't got there yet.,non-rumor,580351604831846400,CNN
580378322971951104,mrdotson6060,@aaronbustillos @cnnbrk LMAO come at you bruh LMAO...internet trash don't worry me lil guy ...im going to excuse your pathetic attempt to,non-rumor,580377349230723073,aaronbustillos
581295849822552064,RuparelSuresh,@parkman_sandi @RavenHUWolf Devils best Pupils R at all taken postion now act started slowly steadly on all fronts gripping system thn ppl??,rumor,581291674921488384,parkman_sandi
580364594763448320,yoware,หน่วยงานการบินยืนยันเป็นทางการว่านักบิน Germanwings #4U9525 ไม่ได้กดสัญญาณขอความช่วยเหลือแต่อย่างใด  via @AFP,rumor,580364138020507649,AFP
580346036973121536,Borovkovs,@flightradar24 @Pabriks +++ http://t.co/sRHWois8tg ... RIP,non-rumor,580333881687195648,flightradar24
580364247344939008,Antlady69,@BBCBreaking @CharlesHeslett She has feelings?,non-rumor,580358227713458176,BBCBreaking
581363347041460224,flackster,@Reuters is there evidence that he was a Muslim convert,rumor,581359544682614784,Reuters
580391366967984128,aBlooter,"@thatjohn  Scary, Mid-air break-up.  I'm flying on an a-320 in a few hours. Yikes!",non-rumor,580388756043083777,thatjohn
581260058195030016,MalachyHasRisen,@NBCNews not really accurate. the remaining pilot could knock the FA unconscious. That's not the solution.,non-rumor,581259253429702656,NBCNews
580967622113673216,Josefsinclair,@WIRED wtf are airlines reliant on black boxes still?,rumor,580882121222434816,WIRED
580334328871256064,shelmer_,@OneRepublic ♥,non-rumor,580334309422161920,OneRepublic
580887817556889600,Caniglad,"@AC360 @nytimes If this is true, it sure makes anyone scare of flying anywhere.",rumor,580882417117958144,AC360
580353287762759681,10thinker,“@etribune: What we know about the Germanwings crash so far http://t.co/sZCUR6Xvi0 http://t.co/MkXS6Lbt35”,non-rumor,580337446170320896,etribune
581344108310110208,RobertgrizzlyP,@whitepawlowry @viptandon @USAlivestrong its important to keep perspective..huge numbers of Muslims are nothing like this.# perspective.,rumor,581311077264318464,whitepawlowry
581262613872386048,AQairizad,@baelorrr oh ok ok i did read about it just now.it's absurd not just on that but still he committed mass  murder,non-rumor,581262193544572929,baelorrr
580339140794814464,CamboDonut,@ChiefDeBeers @Globalgallop Airbus A320...same aircraft as recent Air Asia crash,non-rumor,580338491004887040,ChiefDeBeers
580342427573174273,Hinessightblog,Sad day in Travel News. RT: @Reuters 148 people feared dead after Germanwings Airbus crash in France: http://t.co/omvYdmzawV,rumor,580333904126742528,Reuters
580372289893609472,tracysolomon,"Rescue workers gather in Seyne, south-eastern France, near the site where a Germanwings Airbus A320 crashed. http://t.co/uNfhhfz6rN (@AFP)",non-rumor,580371776619839488,AFP
580887298788720640,LeonCallander94,“@itvnews: Germanwings pilot 'was locked out of cockpit' before fatal plane crash http://t.co/KdAnMqZBhs http://t.co/Co7dBNiw2p” eeeeehhhh!,rumor,580882674413375488,itvnews
580332538855485440,Minus777,@sterion75 @airlivenet I agree. This one doesn't look like a normal emergency. I'd call it a hi-jacking.,non-rumor,580332065624834048,sterion75
580326707908907008,caribnews,"Flight 4U9525 was descending at a rate of about 3000-4000 feet per minute, which is quite standard for an airport approach - @flightradar24",rumor,580325799078793216,flightradar24
580885894942593024,grismetalizado,"@AC360 @morrislaw @richardquest what if the copilot in cockpit suffered a stroke or similar? With a security door locked,it's a huge problem",non-rumor,580883100533690368,AC360
580370653133561856,wal_mlcosta,@BBCBreaking @germanwings 😢,rumor,580370275121938432,BBCBreaking
580397471588691968,Cyncabc,@ReutersLive @luvntwilight09 Oh no! such a tragedy.,rumor,580369978546917376,ReutersLive
580393481811689473,AirlineFlyer,"@pan_kokkalis Many questions to be answered here. If gliding (no engine power), how did transponder keep transmitting ADS-B. APU? RAT?",rumor,580393158636339201,pan_kokkalis
580330468941406208,amieewhitney,“@thejensie: My thoughts are with all the people on the missing Germanwings flight and their families!” WHAT? IM FLYING WITH THEM TOMORROW😩,non-rumor,580330064384028673,thejensie
580362639127285760,Hobby_Fussball,@lufthansa Bad News! My condolences to the sufferer.,rumor,580350426278719488,lufthansa
580321629621915648,TinekeSenf,@YanniKouts A320 van #Germanwings neergestort in Franse Alpen Alpes des Hautes Provence.,rumor,580320329203093504,YanniKouts
580352792700821504,airlivenet,LIVE A French AirForce C-135 still over the area of #Germanwings Crash. http://t.co/wFg8KTSve2 http://t.co/JKMsJ8wL7P,non-rumor,,
580603370655911936,GaroesMonica,@mashable @republikein_na,non-rumor,580337327677026304,mashable
581290291157565440,kailashwg,“@DrShobha: The co-pilot of the Germanwings Airbus was a convert to Islam http://t.co/cQBo8TuisC” @IndiaBTL air crash has no religion?,rumor,581287562947395584,DrShobha
580344092883853312,rustysheba,@airlivenet @tomstrafficTWN  sincerest condolences to all the families. I feel so sorry for the rescuers it will be difficult.,non-rumor,580342917291708416,airlivenet
581063065015291904,News_Executive,"More: The co-pilot of the #Germanwings flight #4U9525 that crashed in the French Alps on Tuesday Andreas #Lubitz, 28, of Montabaur, #Germany",rumor,581061914001821696,News_Executive
580457992165953536,BahAmaduWurie,@cnni very sad news,non-rumor,580365806720122880,cnni
581326914540957696,alanlmatthews,"@geoffjohns You bet, Geoff.",non-rumor,581326219699851264,geoffjohns
581445224175681536,moshebenavram,"@MarcHilliker If it walks like a duck and quacks like a duck, it's probably a Muslim.",rumor,581437061363675136,MarcHilliker
580324161567920128,maggieKTVB7,"RT @TODAYshow: ""The pilot did send an SOS message saying the plane was in distress."" -@BillNeelyNBC reporting on #germanwings plane crash.",rumor,580323815261016064,TODAYshow
580890470483644416,Cgerm1,@kesgardner @Rals52. Are they mideastern?,non-rumor,580886010575257601,kesgardner
580336223228534784,gawinsouza,@deepakkanungo @BBCBreaking  The world itself is become a dangerous place. Just got to be thankful for every single day you live.,non-rumor,580335528874127360,deepakkanungo
580888411998949376,IlnickiStudios,@wired horrible crash stories in the past year.  i wonder if there's a company looking to co-locate flight recorders based on these events,rumor,580882121222434816,WIRED
580368861830234112,myrapture,"@shehzilk again: if god is omnipotent and the creator of the universe, he also created rapists, murders and atheists and all evil.",non-rumor,580367300924063744,shehzilk
580367685130838016,michaelclemen12,@CronFlakes @flightradar24 look at the altitude chart it show a massive decent and then a big accent when the flight is landing,non-rumor,580365035765145600,CronFlakes
580361819673460736,lotirant,@Lufthansa_DE @LauraBorras,rumor,580350000074457088,Lufthansa_DE
580336383480446976,iyawe,@BBCBreaking #Germanwings #Airbus I wish we hear the best from this sad incidence. Are prayers are with the victims their families.,rumor,580333763512705025,BBCBreaking
581260059734343680,terrisanislo,"@RedNationRising @emaleroland The voice recorder according to all reports, had nothing on it but the co-pilot's breathing, the knocking..",rumor,581259397252284416,RedNationRising
580330591826128896,BBCWorld,Subscribe to our Twitter list for latest reports on #Germanwings' #Airbus crash http://t.co/tDzAfiZtne http://t.co/5A72oANlJL,non-rumor,,
580331595015397377,ally_flaucher,"“@ABC: BREAKING: French President says “apparently no survivors"" in Germanwings crash, at least 148 passengers on the plane” @JimGillespie9",rumor,580326111311171584,ABC
580330562516193280,Minus777,@marcepa49 @london_thfc @flightradar24 @isobelroe Not neccesarily.,rumor,580330462729670656,marcepa49
580321148728164353,MattSoleyn,"RT @NYCAviation: Accident aircraft looks to be Germanwings (Airline code 4U or GWI) flight 9525, Barcelona to Dusseldorf. #4U9525",rumor,580320684305416192,NYCAviation
580332607977705472,galicia_great,@WSJeurope @rezel RIP,rumor,580322349569994752,WSJeurope
580379569968058369,IsaacGoBo,"@01OrioL @tonfalques @airlivenet conec el P-A-S però diria que aquí no aplica, ho pot fer a la vegada",rumor,580378993423171584,01OrioL
581442491330764800,baelorrr,@Hazrey we don't know for sure but what we know is they out ruled terrorism immediately.,non-rumor,581429372432715776,Hazrey
580565085090889728,Minus777,"@flightradar24 @marcepa49 @isobelroe What I'm saying is, I believe it was deliberately crashed. Being controlled all the way into the ground",rumor,580477720389398528,flightradar24
580326621988548608,BruceHoult,@flightradar24 it's about right for engine out glide too. 38000 is very high for an A320. I'm thinking pressurization failure and passed out,rumor,580325799078793216,flightradar24
580894742394773504,ryaneurich,Yo it's red RT“@WIRED: Recovered black box shows a pilot was locked out of the Germanwings cockpit before the crash http://t.co/GAjktOKmyy”,rumor,580882121222434816,WIRED
580337559148072961,puigvert_josep,"@kopite321 @lizcastro If you ignore, you agree.",non-rumor,580336601387012096,kopite321
580372345925287936,vince_nel,@AFP The term 'Recovery personnel' is maybe more apt?,non-rumor,580371776619839488,AFP
580891804402352128,Nat_Edwards1,"@kesgardner if a pilot leaves the cockpit for any reason,a member of cabin crew has to sit in the cockpit until pilot has returned. Confused",non-rumor,580886010575257601,kesgardner
580330491297079296,fmsd91,"@HowsieHowsie @flightradar24 at night you can see pilots losing A/C control like this, with daylight is not so normal to see...",non-rumor,580329770132606976,HowsieHowsie
580954155092549632,rshak8,@buzzfeednews This sounds like pilot suicide.,rumor,580882341880446977,BuzzFeedNews
580365364279771137,larsst,@PascalSyn @damienramage @airlivenet What about icy sensors and software telling autopilot to dive as happened with AF447?,rumor,580361188007084032,PascalSyn
580697798976385024,LaurenEPrince,"“@AP: BREAKING: Germanwings CEO: Plane victims included 72 German citizens, 35 Spaniards, 2 Americans.”",rumor,580697361799876608,AP
581098314256486400,Ferran_G,"@IATA @germanwings You should change cockpit protocols: pilot/copilot leaves cockpit, Cabin Manager comes in, always two person in cockpit.",non-rumor,580347646465949696,IATA
580379711383191552,isthatyoudav,"“@MailOnline: Germanwings flight A320 plunged 31,200 feet in just ten minutes"" that's roughly 3000ft per minute. Hardly a plunge..",rumor,580342519516512256,MailOnline
580884417343815680,9NewsAUS,UPDATE: Black box recorder reveals one of #4U9525's pilots was banging on the door to get into the cockpit: http://t.co/EmSy5qU1ud #9News,rumor,,
580351083383517185,airlivenet,"BREAKING Emergency units staging in Seyne-les-Alpes, near #4U9525 crash site /@Aviaponcho http://t.co/wFg8KTSve2 http://t.co/NaHq3MIOlz",non-rumor,,
580322171458859008,willambeIli,@SputnikInt Schempp-Hirth Duo Discus glider currently hovering over the crash area,rumor,580321372703985664,SputnikInt
580912447852273664,VARGAgallery,"@ChrisCuomo @Thekingindeed NO, it is NOT.  I don't fly anymore.",rumor,580892610941837312,ChrisCuomo
580348887384354816,mummygirl,@JackDarton1 @BBCBreaking if they know all dead so quickly then fuselage is intact.,non-rumor,580348176055537664,JackDarton1
580357003668643840,bjornmoerman,@NYCAviation 3500ft is not abnormal for A320/IDLE/some speedbrake. Looks like EMERG DESC and lost consciousness,rumor,580334678340558849,NYCAviation
581418985251479552,NotWorkingPhD,@nprnews So what else are we going to forbid people with depression from doing? I'd like a list - I've been diagnosed since I was a teen,rumor,581409613913804800,nprnews
580332753843019777,purpleline,@BBCWorld @BBCNews are you really advertising for subscribers on the back if this Plane crash? #disgusting,non-rumor,580330591826128896,BBCWorld
580344945610870785,sofeaamani_,"“@ChannelNewsAsia: JUST IN: Germanwings plane crashes in southern France, up to 150 feared dead http://t.co/86ZxkpdwIr” 😟",rumor,580324027715063808,ChannelNewsAsia
580883991454158849,TheRoadReport,"@AC360 @richardquest Terrorism or Pilot suicide,  take your pick.",non-rumor,580883100533690368,AC360
580333314168397824,awdnewsgerman,"@Baekyeoliee BREAKING - Germanwings plane crashes in France, up to 150 believed dead http://t.co/HWyOPGobie",rumor,580331000573476865,Baekyeoliee
580376775814832128,venicekisses,@Telegraph Another one! What a terrible Tuesday! Such tragic &amp; shocking news for the families. Thoughts &amp; prayers to all. #Europe #crash,non-rumor,580331192316198912,Telegraph
580328848774045696,MailOnline,This is what we know about the Germanwings Airbus A320 plane crash so far http://t.co/DsZnmtgLun http://t.co/0X1MgYByK8,non-rumor,,
580354678199828481,teaorcoffeeorme,@MailOnline  3000ft a min.thats not a plunge  normal descent is  2100ft If I flew an aircraft as badly as you report I would be out of a job,rumor,580342519516512256,MailOnline
580887142181650432,NJNuke,@AC360 @PruPaine @richardquest Gotta be right. Never one person isolated.,non-rumor,580883100533690368,AC360
581846372208504832,stay_classy187,"@gegco @seanhannity @greta @act4america @KrisParonto @JGilliam_SEAL as I said, not once has this been reported on European news outlets.",rumor,581840537306718208,gegco
580345116658966528,JosiahFotlex,“@foxandfriends: BREAKING: 148 feared dead in crashed #Germanwings flight http://t.co/Pmogqz71Pt”Very tragic!! #Airbus320 #GermanWingsCrash,rumor,580340476949086208,foxandfriends
580327124386500608,nacimdilmi,@9NewsAUS @Globalgallop they can predict if there's any survivors before they get to the crash site now?,rumor,580326045238333441,9NewsAUS
580329782409297920,aeroalexGR,@danieljaws93 initial descent rate usually passes -3000fpm,rumor,580329503932727297,danieljaws93
580379165255278592,umair3_ch,@rt_com @obsessedw8pk,non-rumor,580334199187644416,RT_com
580341230145572865,davidjfindlay,@mashable #germanwings really? pilots signalled 911? So they got on a satellite phone and called a US emergency line?,rumor,580339547269144576,mashable
580333169280450560,RobMcGuire4,"@Independent PLASTIC DETERIORATES MUCH FASTER THAN ANY OTHER MATERIAL, PLANE MATERIAL MORE THAN 25 YEARS OLD,SUGGEST WE CHECK ALL COMPOSITES",non-rumor,580327611760545792,Independent
580490193272217600,dannldubbs,"@airlivenet @SkyNews of course not, it’s sky!",non-rumor,580436165867769856,airlivenet
580484174857003008,exclusivelee123,@CNBCnow So sad. Such a tragedy. 2 babies and 16 high school students....:( God help and strengthen all the families,rumor,580322927679279105,CNBCnow
580359925181870080,damienramage,@PascalSyn @airlivenet what’s the exact procedure btw ? What altitude would you drop down to ? at which rate of descent ?,rumor,580359464781500416,PascalSyn
580369112003715073,AnneBrauer1,@airberlin @lufthansa @germanwings  Sehr  traurig :'( !! Allen betroffenen Angehörigen und Freunden viel Kraft !! Mein tiefstes Mitgefühl !!,non-rumor,580337440738713600,airberlin
580333560676028417,awdnewsgerman,"@thei100 BREAKING - Germanwings plane crashes in France, up to 150 believed dead http://t.co/HWyOPGobie",non-rumor,580330454869512192,thei100
580341463910871041,NYCAviation,"@atclew58 It's a quite fast descent, and uncommon for pax to be maintained.",rumor,580340661007855616,atclew58
580342911100911616,AnnaLeno1R,@OneRepublic u're like my personal newsletter.The last year's I've been informed about (sad)news by your tweets before I see somewhere else,non-rumor,580334309422161920,OneRepublic
580332232121933824,nypost,BREAKING: A Germanwings jet crashed in France as it traveled from Barcelona to Dusseldorf http://t.co/vqUUuspIFk http://t.co/mwguIFT1iu,non-rumor,,
581259046671482880,anja_witt,@nytimes Fact is he tried..desperately..and wasn't able to. The co-pilot locked it and purposely crashed the plane. Worst case scenario.,non-rumor,581246782765719552,nytimes
580371947625791489,Zucchiniblute,@Lufthansa_DE So sorry for the loss of all those lives. My deepest condolences to the families.,rumor,580350000074457088,Lufthansa_DE
580671856690241536,JacketNation,@davejsteele @MailOnline @jcrew756 8 minutes of rapid unexpected descent  w pilots fighting computer for control.,rumor,580656246207963136,davejsteele
580323738434035712,MeteomanTB,@TakkieWeer2 @Tendar @flightradar24 very strange,rumor,580323488940048385,TakkieWeer2
580344093013872640,5pcncpt,@HuffingtonPost I've been to Barcelona with #Germanwings in January this year 😳 So sad for all the relatives!,non-rumor,580340423044018176,HuffingtonPost
580326527495237632,marcepa49,@Minus777 @flightradar24 @isobelroe Sent Mayday through radio. I suppose he had other things to do than adjust the Squawk,rumor,580325295841943553,Minus777
580347568615337984,whatupdes,@CNN rest in peace to everyone,non-rumor,580339310299340800,CNN
580349646830174208,merc_mut,@airlivenet RIP,non-rumor,580342917291708416,airlivenet
580372174659313665,ElisabethRMeier,@leonhenry16 @SkyNews So? Have u ever heard about such a tragical event happening twice within 2 weeks on the same route?,non-rumor,580334452502618112,leonhenry16
580394175281135616,nickh1877,@RT_com @RT_com  At least they can't blame this one on Russia.,non-rumor,580328708675887104,RT_com
580376936389607424,aprilritchey,@rednessie @SirMustard Just another day in the cabal run world! #NESARA #DEBTJUBILEE AND #ETDISCLOSURE are imminent! Happy new world!,non-rumor,580372370227101696,rednessie
581305050565210113,haridasdr,@slone @sharmila_swamy That explains nutty behaviour and desire to kill innocents. Bastard. Let him rot in hell,rumor,581301336085553152,slone
580339510883561472,jonostrower,Single-aisle Airbus A320s are the workhorses of the global fleet &amp; proliferate across European skies #4U9525 http://t.co/pe6OCMiy0q,non-rumor,,
580341517438590976,youtubexjunkie,@TZON57 RIP with love to their families and friends ❤,non-rumor,580341214098137089,TZON57
581248346309922816,RealTonyRocha,#Germanwings Flight 9525 co-pilot deliberately crashed plane! My #Prayers go out to the families! http://t.co/FhKlA2k3pL,non-rumor,,
581438559401410560,MLaChance3,".@daxtonbrown @ItsJustJill Maybe it will be referred to as ""workplace violence"" since he was at work when he did it.",rumor,581293286268129280,daxtonbrown
580352886250541056,EstherVaqueroH,Primeras llegadas a la zona #4U9525 en Seyne-les-Alpes #AccidenteAereo via @airlivenet http://t.co/pXriAVOMLZ http://t.co/aSrhVP5xsN”,non-rumor,580351083383517185,airlivenet
581259397252284416,RedNationRising,@emaleroland Muslims are praising the co-pilot for dying for the prophet @terrisanislo,rumor,581259094440435713,emaleroland
580357036912836608,BazsAndrs,@jmborzacchiello @airlivenet https://t.co/jnVtURg4Is,non-rumor,580349559710326784,jmborzacchiello
580360138625822720,FtoghillF,@JackDarton1 @CNN your so right there liars,non-rumor,580352028204994560,JackDarton1
580365560967507968,myrapture,@shehzilk if allah is omnipotent he created atheists too and doesnt stop their evil either. Yet you call him mercyful!!!,non-rumor,580363545260363776,shehzilk
580325040899555328,punongolibo,@Denizion @flightradar24 http://t.co/7h7DYxczTy,rumor,580320021638995969,Denizion
580347733107703808,UmarMSheikh,@Tmckinnin @jonostrower no,non-rumor,580347100187217920,Tmckinnin
580326111311171584,ABC,"BREAKING: French President Francois Hollande says “apparently no survivors"" in Germanwings crash, at least 148 passengers on the plane",rumor,,
581106500254433280,JamesF85,@Baba_Jas You thought. And that is your problem.,rumor,581106176756183041,Baba_Jas
580331071457333248,SkyNews,Airport operator Aena: Crashed #GermanWings jet took off from Barcelona airport at 0855 GMT http://t.co/8UPMsinQkX http://t.co/4IpoDSEy7U,non-rumor,,
581269130247983104,RedScareBot,"Not you, too? RT @hashtagsynergy: @MorbidEntree @nytimes i am. and i do. you are just a young socialist. nvm. im done",non-rumor,581267185085079555,HashtagSynergy
580371200355876864,ac441e5bd9f8490,"@narendramodi Life is just too short and so unfair at time my heart goes out to all the victim's, their families and friends.  #germanwings",non-rumor,580365755750871041,narendramodi
580341172272427008,tutyosov,"@JunpeiShibayama @airlivenet crashed, no survivors...",non-rumor,580340204164255744,JunpeiShibayama
580331121180844032,RT_com,#4U9525: #Hollande expresses his solidarity to families of #Germanwings crash victims http://t.co/XTMaa9mAV2 http://t.co/LwWifZXb5X,non-rumor,,
580402625742553088,Moiale7,"@AJEnglish loud ""noise""? what means noise!?",non-rumor,580340761478103040,AJEnglish
581292054782832640,Nutri_Claudine,@NewYorker @PGourevitch May they #RIP.   My ❤️ thoughts &amp; prayers go out to all families &amp; loved ones dealing with this awful tragedy. 💔,non-rumor,581286157151039488,NewYorker
581466810425425921,SimZombie,"@ellepuntopi È bellissimo che mettono la foto dove c'è scritto ""not known as terrorist"" asserendo il contrario. @Zone6Combat",rumor,581460720900050945,Zone6Combat
580342519516512256,MailOnline,"Germanwings flight A320 plunged 31,200 feet in just ten minutes, according to radar data http://t.co/hv1iOCbIHA http://t.co/OQ4nlyTZ4y",rumor,,
581389712063008768,KarraYertaWines,@USATODAY @khjelmgaard Him and millions of others no doubt but WHAT tipped him six years later to commit such an atrocious act??,rumor,581386094337474560,USATODAY
580352187584352256,Fictional86,"@BBCBreaking @BBCNews in never understand why it's more important or relevant if Brits are on board, still a tragedy #Germanwings",non-rumor,580351758213447680,BBCBreaking
580347464907153408,airlivenet,BREAKING: @germanwings confirms that there was 144 PAX and 6 Crew on board  - @FlightCrisis,rumor,,
580378519634464768,UtkarshMarathe,@DFB_Team_EN Wat happened?,non-rumor,580377378226049024,DFB_Team_EN
580366761167585280,akaa111,@flightradar24 this could indicate the pilots did everything they could to stop the freefall. &gt;&gt;&gt;&gt;&gt;,non-rumor,580366367100149761,akaa111
580323082663006208,jpsconsultant,@Matthiasgalante @Ideo_logiq @flightradar24 l'avion aurait décroché à mi parcours ?,rumor,580321991816814592,Matthiasgalante
580365782426755072,NiekvdZ,@flightradar24 And another Germanwings flight as well....,non-rumor,580359480782786560,flightradar24
580338546856235009,SkyNews,"The #GermanWings plane is believed to have crashed shortly after a distress call reporting an ""abnormal situation"" http://t.co/mLLtayvg1M",rumor,,
580325758276624384,champ_ian,.@fhollande: “No survivors expected.”,rumor,580322336357900288,champ_ian
581333436473868288,valgms,@daxtonbrown @Welsh58 @ShamNaarai @AnewTrackrecord  How would you know the pilot was Muslim?,rumor,581298086246395904,daxtonbrown
580336394184323072,VibeTickets,Praying for Germanwings A320 passengers &amp; their families &gt;   http://t.co/Ug4ULnF6XL  #germanwings #A320,non-rumor,,
580338180102164480,crashpilotin,.@airberlin Danke! 😢✈️ #UnitedbyWings @lufthansa @germanwings,non-rumor,580337440738713600,airberlin
581291511985377280,baelorrr,"@cactille exactly. Even within the first few hours of the crash, many speculated that he was a Muslim which is just...wow.",non-rumor,581290578123497472,cactille
580477423487180800,Minus777,@marcepa49 @flightradar24 @isobelroe Anyway. Have to wait and see now.,rumor,580476902344941569,marcepa49
580331136305512448,LiamPLEdwards,@rConflictNews Good luck trying to land a plane on that..,non-rumor,580330660537192448,rConflictNews
580322946419281920,slsandpet,@WSJ @jurylady5 Now on radio,rumor,580322346508124160,WSJ
580325712407695360,BeeMH50,@SunnyTailor nicht an solchen Sch.... glauben! Solch tragische Unglücke kann man NICHT vorhersehen!!!,rumor,580324991721480193,SunnyTailor
581373405527556096,Aapplero5e,@geoffjohns 🙏😇,non-rumor,581325197661376512,geoffjohns
580358531850866688,_icla_,"@KatjaSherlocked I know I know.. :'( I had added 'and Europe', but then deleted it. Didn't want to sound too doomed.....",rumor,580358103255879680,KatjaSherlocked
